Time[s], Radio -> Head, Head -> Radio, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
0, 0, 0, 1, 1, 1, 1, 1, 1
0.323495958333333, 1, 0, 1, 1, 1, 1, 1, 1
0.608437333333333, 1, 1, 1, 1, 1, 1, 1, 1
0.608437416666667, 1, 0, 1, 1, 1, 1, 1, 1
0.608437583333333, 1, 1, 1, 1, 1, 1, 1, 1
0.608437666666667, 1, 0, 1, 1, 1, 1, 1, 1
0.608441916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.608442, 1, 0, 1, 1, 1, 1, 1, 1
0.608451208333333, 1, 1, 1, 1, 1, 1, 1, 1
0.60845125, 1, 0, 1, 1, 1, 1, 1, 1
0.608451375, 1, 1, 1, 1, 1, 1, 1, 1
0.608451458333333, 1, 0, 1, 1, 1, 1, 1, 1
0.608681625, 1, 1, 1, 1, 1, 1, 1, 1
0.72809525, 1, 0, 1, 1, 1, 1, 1, 1
0.728118875, 1, 1, 1, 1, 1, 1, 1, 1
0.728147041666667, 1, 0, 1, 1, 1, 1, 1, 1
0.728274208333333, 1, 1, 1, 1, 1, 1, 1, 1
0.728302375, 1, 0, 1, 1, 1, 1, 1, 1
0.728326, 1, 1, 1, 1, 1, 1, 1, 1
0.728354166666667, 1, 0, 1, 1, 1, 1, 1, 1
0.728429541666667, 1, 1, 1, 1, 1, 1, 1, 1
0.728483541666667, 1, 0, 1, 1, 1, 1, 1, 1
0.728533125, 1, 1, 1, 1, 1, 1, 1, 1
0.72856125, 1, 0, 1, 1, 1, 1, 1, 1
0.728584916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.728613083333333, 1, 0, 1, 1, 1, 1, 1, 1
0.728662583333333, 1, 1, 1, 1, 1, 1, 1, 1
0.728820208333333, 1, 0, 1, 1, 1, 1, 1, 1
0.728843791666667, 1, 1, 1, 1, 1, 1, 1, 1
0.728872, 1, 0, 1, 1, 1, 1, 1, 1
0.728921458333333, 1, 1, 1, 1, 1, 1, 1, 1
0.728949666666667, 1, 0, 1, 1, 1, 1, 1, 1
0.728999166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.729027291666667, 1, 0, 1, 1, 1, 1, 1, 1
0.729050916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.729079041666667, 1, 0, 1, 1, 1, 1, 1, 1
0.729102708333333, 1, 1, 1, 1, 1, 1, 1, 1
0.729130916666667, 1, 0, 1, 1, 1, 1, 1, 1
0.7291545, 1, 1, 1, 1, 1, 1, 1, 1
0.729182666666667, 1, 0, 1, 1, 1, 1, 1, 1
0.729206291666667, 1, 1, 1, 1, 1, 1, 1, 1
0.729234458333333, 1, 0, 1, 1, 1, 1, 1, 1
0.729309875, 1, 1, 1, 1, 1, 1, 1, 1
0.729338, 1, 0, 1, 1, 1, 1, 1, 1
0.729361625, 1, 1, 1, 1, 1, 1, 1, 1
0.729389791666667, 1, 0, 1, 1, 1, 1, 1, 1
0.729413416666667, 1, 1, 1, 1, 1, 1, 1, 1
0.729441583333333, 1, 0, 1, 1, 1, 1, 1, 1
0.72956875, 1, 1, 1, 1, 1, 1, 1, 1
0.729596916666667, 1, 0, 1, 1, 1, 1, 1, 1
0.729620541666667, 1, 1, 1, 1, 1, 1, 1, 1
0.729648708333333, 1, 0, 1, 1, 1, 1, 1, 1
0.729724083333333, 1, 1, 1, 1, 1, 1, 1, 1
0.72975225, 1, 0, 1, 1, 1, 1, 1, 1
0.729827666666667, 1, 1, 1, 1, 1, 1, 1, 1
0.72985575, 1, 0, 1, 1, 1, 1, 1, 1
0.729879458333333, 1, 1, 1, 1, 1, 1, 1, 1
0.729907583333333, 1, 0, 1, 1, 1, 1, 1, 1
0.729931208333333, 1, 1, 1, 1, 1, 1, 1, 1
0.729959416666667, 1, 0, 1, 1, 1, 1, 1, 1
0.730008916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.730062916666667, 1, 0, 1, 1, 1, 1, 1, 1
0.730086583333333, 1, 1, 1, 1, 1, 1, 1, 1
0.730114708333333, 1, 0, 1, 1, 1, 1, 1, 1
0.730138333333333, 1, 1, 1, 1, 1, 1, 1, 1
0.730166541666667, 1, 0, 1, 1, 1, 1, 1, 1
0.730190166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.730218291666667, 1, 0, 1, 1, 1, 1, 1, 1
0.730241916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.730295875, 1, 0, 1, 1, 1, 1, 1, 1
0.730397291666667, 1, 1, 1, 1, 1, 1, 1, 1
0.730425416666667, 1, 0, 1, 1, 1, 1, 1, 1
0.730474916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.730503125, 1, 0, 1, 1, 1, 1, 1, 1
0.730526708333333, 1, 1, 1, 1, 1, 1, 1, 1
0.730554875, 1, 0, 1, 1, 1, 1, 1, 1
0.730656166666667, 1, 1, 1, 1, 1, 1, 1, 1
1.00388116666667, 0, 1, 1, 1, 1, 1, 1, 1
1.00390508333333, 1, 1, 1, 1, 1, 1, 1, 1
1.003933125, 0, 1, 1, 1, 1, 1, 1, 1
1.00406104166667, 1, 1, 1, 1, 1, 1, 1, 1
1.004089125, 0, 1, 1, 1, 1, 1, 1, 1
1.00411308333333, 1, 1, 1, 1, 1, 1, 1, 1
1.004141125, 0, 1, 1, 1, 1, 1, 1, 1
1.004217125, 1, 1, 1, 1, 1, 1, 1, 1
