Time [s],Value,Parity Error,Framing Error
1.329224,'0',,
1.329485,'0',,
1.329745,'0',,
1.330005,'224',,
1.330265,'12',,
1.330525,'160',,
1.330785,'129',,
1.331045,'160',,
1.331305,'128',,
1.331565,'176',,
1.331825,'139',,
1.332085,'19',,
1.332345,'140',,
1.332605,'4',,
1.332865,'8',,
1.334425,L,,
1.334685,C,,
1.334945,S,,
1.335205,A,,
1.335465,'250',,
1.335725,Q,,
1.335985,'160',,
1.336245,'0',,
1.336505,\n,,
1.336765,h,,
1.337025,'29',,
1.337285,'232',,
1.337545,'30',,
1.337805,'185',,
1.338065,'155',,
1.338325,'232',,
1.338585,'23',,
1.338845,'248',,
1.339105,'0',,
1.339366,'0',,
1.339626,'0',,
1.339886,'0',,
1.340146,a,,
1.340406,'140',,
1.340666,'160',,
1.340926,'129',,
1.341186,'160',,
1.341446,'128',,
1.341706,'176',,
1.341966,'139',,
1.342226,'19',,
1.342486,'140',,
1.342746,'4',,
1.343006,'8',,
1.344285,L,,
1.344545,C,,
1.344805,S,,
1.345065,A,,
1.345325,'250',,
1.345585,Q,,
1.345845,'160',,
1.346105,'0',,
1.346365,\n,,
1.346625,h,,
1.346885,'29',,
1.347145,'232',,
1.347405,'30',,
1.347665,'185',,
1.347925,'155',,
1.348185,'232',,
1.348445,'23',,
1.348705,'248',,
1.348965,'0',,
1.349225,'0',,
1.349485,'0',,
1.349745,'0',,
1.350005,a,,
1.350265,'142',,
1.350525,'160',,
1.350786,'129',,
1.351046,'160',,
1.351306,'128',,
1.351566,'176',,
1.351826,'139',,
1.352086,'19',,
1.352346,'140',,
1.352606,'4',,
1.352866,'8',,
1.354275,L,,
1.354535,C,,
1.354795,S,,
1.355055,A,,
1.355315,'250',,
1.355575,Q,,
1.355835,'160',,
1.356095,'0',,
1.356355,\n,,
1.356615,h,,
1.356875,'29',,
1.357135,'232',,
1.357395,'30',,
1.357655,'185',,
1.357915,'155',,
1.358175,'232',,
1.358435,'23',,
1.358695,'248',,
1.358955,'0',,
1.359215,'0',,
1.359475,'0',,
1.359735,'0',,
1.359995,'160',,
1.360255,'128',,
