Time [s],Value,Parity Error,Framing Error
0.773434,'0',,Error
0.893322,A,,
0.893581,L,,
0.89384,~,,
0.894099,R,,
0.894358,E,,
0.894617,A,,
0.894876,D,,
0.895134,Y,,
0.895393,\r,,
0.895652,\n,,
1.18237,S,,
1.182629,W,,
1.182888,D,,
1.183146,A,,
1.183405,0,,
1.183664,0,,
1.183923,0,,
1.184182,0,,
1.184441,0,,
1.1847,0,,
1.184959,0,,
1.185218,0,,
1.185477,5,,
1.185736,3,,
1.185995,4,,
1.186253,B,,
1.186512,1,,
1.186771,F,,
1.18703,0,,
1.187289,0,,
1.187548,8,,
1.187807,0,,
1.188066,0,,
1.188325,1,,
1.188584,0,,
1.188843,0,,
1.189101,\r,,
1.18936,\n,,
1.192191,S,,
1.192449,W,,
1.192708,D,,
1.192967,R,,
1.193226,8,,
1.193485,1,,
1.193744,0,,
1.194003,1,,
1.194262,0,,
1.194521,0,,
1.19478,\r,,
1.195039,\n,,
1.202151,S,,
1.202409,W,,
1.202668,D,,
1.202927,R,,
1.203186,8,,
1.203445,0,,
1.203704,0,,
1.203963,1,,
1.204222,0,,
1.204481,0,,
1.20474,\r,,
1.204999,\n,,
2.915016,S,,
2.915274,W,,
2.915533,D,,
2.915792,V,,
2.916051,5,,
2.91631,1,,
2.916569,4,,
2.916828,B,,
2.917087,1,,
2.917346,F,,
2.917605,0,,
2.917864,0,,
2.918122,0,,
2.918381,1,,
2.91864,0,,
2.918899,0,,
2.919158,\r,,
2.919417,\n,,
2.924976,S,,
2.925234,W,,
2.925493,D,,
2.925752,V,,
2.926011,5,,
2.92627,2,,
2.926529,4,,
2.926788,B,,
2.927047,1,,
2.927306,F,,
2.927565,0,,
2.927824,0,,
2.928082,0,,
2.928341,1,,
2.9286,0,,
2.928859,0,,
2.929118,\r,,
2.929377,\n,,
2.934927,S,,
2.935186,W,,
2.935445,D,,
2.935704,V,,
2.935963,5,,
2.936222,3,,
2.936481,4,,
2.93674,B,,
2.936999,1,,
2.937258,F,,
2.937517,0,,
2.937775,0,,
2.938034,0,,
2.938293,1,,
2.938552,0,,
2.938811,0,,
2.93907,\r,,
2.939329,\n,,
3.482628,S,,
3.482887,W,,
3.483145,D,,
3.483404,V,,
3.483663,5,,
3.483922,3,,
3.484181,4,,
3.48444,A,,
3.484699,1,,
3.484958,F,,
3.485217,0,,
3.485476,0,,
3.485735,0,,
3.485993,1,,
3.486252,0,,
3.486511,0,,
3.48677,\r,,
3.487029,\n,,
3.492581,S,,
3.49284,W,,
3.493099,D,,
3.493358,V,,
3.493617,5,,
3.493876,3,,
3.494135,4,,
3.494394,B,,
3.494653,1,,
3.494911,F,,
3.49517,0,,
3.495429,0,,
3.495688,0,,
3.495947,1,,
3.496206,0,,
3.496465,0,,
3.496724,\r,,
3.496983,\n,,
4.996263,S,,
4.996522,W,,
4.996781,D,,
4.99704,V,,
4.997299,5,,
4.997558,3,,
4.997817,4,,
4.998076,A,,
4.998335,1,,
4.998594,F,,
4.998853,0,,
4.999111,0,,
4.99937,0,,
4.999629,1,,
4.999888,0,,
5.000147,0,,
5.000406,\r,,
5.000665,\n,,
5.006225,S,,
5.006484,W,,
5.006743,D,,
5.007002,V,,
5.007261,5,,
5.00752,3,,
5.007779,4,,
5.008037,C,,
5.008296,1,,
5.008555,F,,
5.008814,0,,
5.009073,0,,
5.009332,0,,
5.009591,1,,
5.00985,0,,
5.010109,0,,
5.010368,\r,,
5.010627,\n,,
5.016187,S,,
5.016446,W,,
5.016705,D,,
5.016963,V,,
5.017222,5,,
