Time [s],Value,Parity Error,Framing Error
1.814228,'155',,
1.814488,'225',,
1.814749,'142',,
1.815008,'176',,
1.815268,'139',,
1.815529,'19',,
1.815789,'140',,
1.816049,'4',,
1.816309,'8',,
1.877735,L,,
1.877995,C,,
1.878255,S,,
1.878515,A,,
1.878775,'250',,
1.879035,Q,,
1.879295,'160',,
1.879555,'0',,
1.879815,\n,,
1.880075,'0',,
1.880335,'1',,
1.880595,'0',,
1.880855,\n,,
1.881115,'248',,
1.881375,'31',,
1.881635,H,,
1.881895,'31',,
1.882155,'255',,
1.882415,'248',,
1.882675,'0',,
1.882935,'0',,
1.883195,'0',,
1.883455,'169',,
1.883715,'154',,
1.883975,'169',,
1.884235,'155',,
1.884495,'225',,
1.884756,'142',,
1.885015,'176',,
1.885276,'139',,
1.885536,'19',,
1.885796,'140',,
1.886056,'4',,
1.886316,'8',,
1.916698,L,,
1.916958,C,,
1.917218,S,,
1.917478,A,,
1.917738,'250',,
1.917998,Q,,
1.918258,'160',,
1.918518,'0',,
1.918778,\n,,
1.919038,'0',,
1.919298,'1',,
1.919558,'0',,
1.919818,\n,,
1.920078,'248',,
1.920338,'31',,
1.920598,H,,
1.920858,'31',,
1.921118,'255',,
1.921378,'248',,
1.921638,'0',,
1.921899,'0',,
1.922159,'0',,
1.922419,'169',,
1.922679,'154',,
1.922939,'169',,
1.923199,'155',,
1.923459,'225',,
1.923719,'142',,
1.923979,'176',,
1.924239,'139',,
1.924499,'19',,
1.924759,'140',,
1.925019,'4',,
1.925279,'8',,
1.977624,L,,
1.977884,C,,
1.978144,S,,
1.978404,A,,
1.978664,'250',,
1.978924,Q,,
1.979184,'160',,
1.979444,'0',,
1.979704,\n,,
1.979964,'0',,
1.980224,'1',,
1.980484,'0',,
1.980744,\n,,
1.981004,'248',,
1.981264,'31',,
1.981524,H,,
1.981784,'31',,
1.982044,'255',,
1.982304,'252',,
1.982564,'0',,
1.982824,'0',,
1.983084,'0',,
1.983344,'169',,
1.983604,'154',,
1.983864,'169',,
1.984124,'155',,
1.984384,'225',,
1.984644,'142',,
1.984904,'176',,
1.985164,'139',,
1.985424,'19',,
1.985684,'140',,
1.985944,'4',,
1.986204,'8',,
2.216898,L,,
2.217158,C,,
2.217418,S,,
2.217678,A,,
2.217938,'250',,
2.218198,Q,,
2.218458,'160',,
2.218718,'0',,
2.218978,\n,,
2.219238,'0',,
2.219498,'1',,
2.219758,'0',,
2.220018,\n,,
2.220278,'248',,
2.220538,'31',,
2.220798,H,,
2.221058,'31',,
2.221318,'255',,
2.221578,'252',,
2.221838,'0',,
2.222098,'0',,
2.222358,'0',,
2.222618,'169',,
2.222878,'154',,
2.223138,'169',,
2.223398,'155',,
2.223658,'225',,
2.223918,'142',,
2.224178,'176',,
2.224438,'139',,
2.224698,'19',,
2.224958,'140',,
2.225218,'4',,
2.225478,'8',,
2.497797,L,,
2.498057,C,,
2.498317,S,,
2.498577,A,,
2.498837,'250',,
